file,title,doi,year,year_bucket,phases,challenges,datasets,has_metrics,has_novelty,has_coding_task
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Multi-label clinical document classification: Impact of label-density,10.1016/j.eswa.2019.112835,2019,2017_2019,,EXTREME_MULTILABEL,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A frame semantic overview of NLP-based information extraction for cancer-related...,10.1016/j.jbi.2019.103301,2019,2017_2019,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Content-based histopathological image retrieval using multi-scale and multichann...,10.1016/j.bspc.2019.101582,2019,2017_2019,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Electrocardiographic fragmented activity (II): A machine learning approach to de...,10.3390/app9173565,2019,2017_2019,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,ML-Net: Multi-label classification of biomedical texts with deep neural networks,10.1093/jamia/ocz085,2019,2017_2019,,EXTREME_MULTILABEL,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Evaluating shallow and deep learning strategies for the 2018 n2c2 shared task on...,10.1093/jamia/ocz149,2019,2017_2019,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Data driven approach for eye disease classification with machine learning,10.3390/app9142789,2019,2017_2019,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Chief complaint classification with recurrent neural networks,10.1016/j.jbi.2019.103158,2019,2017_2019,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Melanoma lesion detection and segmentation using deep region based convolutional...,10.1016/j.ijmedinf.2019.01.005,2019,2017_2019,DEEP_CNN_RNN,LONG_TEXT,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Deep learning in the biomedical applications: Recent and future status,10.3390/app9081526,2019,2017_2019,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,DeepBioWSD: Effective deep neural word sense disambiguation of biomedical text d...,10.1093/jamia/ocy189,2019,2017_2019,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A unified matrix-based convolutional neural network for fine-grained image class...,10.1109/ACCESS.2019.2891739,2019,2017_2019,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Deep Convolutional Neural Networks for WCE Abnormality Detection: CNN Architectu...,10.1109/ACCESS.2019.2901568,2019,2017_2019,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Multi-Label Bioinformatics Data Classification with Ensemble Embedded Feature Se...,10.1109/ACCESS.2019.2931035,2019,2017_2019,,EXTREME_MULTILABEL,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Atrial Fibrillation Detection Using an Improved Multi-Scale Decomposition Enhanc...,10.1109/ACCESS.2019.2926749,2019,2017_2019,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Detecting Hypernymy Relations between Medical Compound Entities Using a Hybrid-A...,10.1109/ACCESS.2019.2957827,2019,2017_2019,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Video-based abnormal driving behavior detection via deep learning fusions,10.1109/ACCESS.2019.2917213,2019,2017_2019,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Prospects of electrooculography in human-computer interface based neural rehabil...,10.1109/ACCESS.2019.2899188,2019,2017_2019,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Research on feature extraction of tumor image based on convolutional neural netw...,10.1109/ACCESS.2019.2897131,2019,2017_2019,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A Neural Named Entity Recognition and Multi-Type Normalization Tool for Biomedic...,10.1109/ACCESS.2019.2920708,2019,2017_2019,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Stacked auto-encoder based tagging with deep features for content-based medical ...,10.1016/j.eswa.2020.113693,2020,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Identification of heart sounds with an interpretable evolving fuzzy neural netwo...,10.3390/s20226477,2020,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A comprehensive review of deep learning in colon cancer,10.1016/j.compbiomed.2020.104003,2020,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Can natural language processing help differentiate inflammatory intestinal disea...,10.1186/s12911-020-01277-w,2020,2020_2022,DEEP_CNN_RNN|CLASSICAL_ML,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Article a comparison of deep learning methods for ICD coding of clinical records,10.3390/APP10155262,2020,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Deep learning for optic disc segmentation and glaucoma diagnosis on retinal imag...,10.3390/app10144916,2020,2020_2022,,LONG_TEXT,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Opportunities and challenges of deep learning methods for electrocardiogram data...,10.1016/j.compbiomed.2020.103801,2020,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Classification of heart sounds using convolutional neural network,10.3390/app10113956,2020,2020_2022,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A novel method to identify pneumonia through analyzing chest radiographs employi...,10.3390/s20123482,2020,2020_2022,DEEP_CNN_RNN,,,False,True,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A strictly unsupervised deep learning method for HEp-2 cell image classification,10.3390/s20092717,2020,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Deep learning–based methods for automatic diagnosis of skin lesions,10.3390/s20061753,2020,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Multi-class multi-level classification algorithm for skin lesions classification...,10.1016/j.eswa.2019.112961,2020,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Deep learning in clinical natural language processing: A methodical review,10.1093/jamia/ocz200,2020,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Conventional and deep learning methods for skull stripping in brain MRI,10.3390/app10051773,2020,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A novel approach based on wavelet analysis and arithmetic coding for automated d...,10.1016/j.bspc.2019.101707,2020,2020_2022,,,,False,True,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,ICD-10 Coding of Spanish Electronic Discharge Summaries: An Extreme Classificati...,10.1109/ACCESS.2020.2997241,2020,2020_2022,,MAPPING_INTEROP,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Extreme multi-label ICD classification: Sensitivity to hospital service and time,10.1109/ACCESS.2020.3029429,2020,2020_2022,,EXTREME_MULTILABEL,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Image Target Recognition Model of Multi- Channel Structure Convolutional Neural ...,10.1109/ACCESS.2020.3003059,2020,2020_2022,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Adaptive Pruning of Transfer Learned Deep Convolutional Neural Network for Class...,10.1109/ACCESS.2020.2979926,2020,2020_2022,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Classifying Melanoma Skin Lesions Using Convolutional Spiking Neural Networks wi...,10.1109/ACCESS.2020.2998098,2020,2020_2022,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Application of Machine Learning and Word Embeddings in the Classification of Can...,10.1109/ACCESS.2020.3000075,2020,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,High-Accuracy Classification of Attention Deficit Hyperactivity Disorder with l2...,10.1109/ACCESS.2020.2982401,2020,2020_2022,,,,True,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Implementation and Use of Disease Diagnosis Systems for Electronic Medical Recor...,10.1109/ACCESS.2020.3016782,2020,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Classification for Dermoscopy Images Using Convolutional Neural Networks Based o...,10.1109/ACCESS.2020.3019210,2020,2020_2022,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Unsupervised Deep Learning CAD Scheme for the Detection of Malaria in Blood Smea...,10.1109/ACCESS.2020.2996022,2020,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Hydrofluoroether Impurities-Chemical Detection Using a Deep Learning Laser Speck...,10.1109/ACCESS.2020.3040895,2020,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,The Application Analysis of Neural Network Techniques on Lexical Tone Rehabilita...,10.1109/ACCESS.2020.2994069,2020,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Explainable Machine Learning for Early Assessment of COVID-19 Risk Prediction in...,10.1109/ACCESS.2020.3034032,2020,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Exploiting machine learning for bestowing intelligence to microfluidics,10.1016/j.bios.2021.113666,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Entropic measures of complexity in a new medical coding system,10.1186/s12911-021-01485-y,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Constrained transformer network for ECG signal processing and arrhythmia classif...,10.1186/s12911-021-01546-2,2021,2020_2022,TRANSFORMER,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A convolutional neural network trained with dermoscopic images of psoriasis perf...,10.1016/j.compbiomed.2021.104924,2021,2020_2022,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Does the magic of BERT apply to medical code assignment? A quantitative study,10.1016/j.compbiomed.2021.104998,2021,2020_2022,TRANSFORMER,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A deep learning approach using effective preprocessing techniques to detect COVI...,10.1016/j.compbiomed.2021.105014,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A systematic review of natural language processing applied to radiology reports,10.1186/s12911-021-01533-7,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Droplet based microfluidics integrated with machine learning,10.1016/j.sna.2021.113096,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Complex deep neural networks from large scale virtual imu data for effective hum...,10.3390/s21248337,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,TPCNN: Two-path convolutional neural network for tumor and liver segmentation in...,10.1016/j.eswa.2021.115406,2021,2020_2022,DEEP_CNN_RNN,LONG_TEXT,,False,True,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Automatic detection of k-complexes using the cohen class recursiveness and reall...,10.3390/s21217230,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A novel computer-aided diagnosis framework for EEG-based identification of neura...,10.1016/j.compbiomed.2021.104922,2021,2020_2022,,,,False,True,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Application of dense neural networks for detection of atrial fibrillation and ra...,10.3390/s21206848,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Estimation of various walking intensities based on wearable plantar pressure sen...,10.3390/s21196513,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Automated ICD coding for primary diagnosis via clinically interpretable machine ...,10.1016/j.ijmedinf.2021.104543,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Neurodegenerative disease detection and severity prediction using deep learning ...,10.1016/j.bspc.2021.103069,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A self-attention based faster R-CNN for polyp detection from colonoscopy images,10.1016/j.bspc.2021.103019,2021,2020_2022,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,COVID-19 cough classification using machine learning and global smartphone recor...,10.1016/j.compbiomed.2021.104572,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Deep insight: Convolutional neural network and its applications for COVID-19 pro...,10.1016/j.bspc.2021.102814,2021,2020_2022,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,An internet of things (IoT)-based optimum tea fermentation detection model using...,10.5194/jsss-10-153-2021,2021,2020_2022,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Dermo-DOCTOR: A framework for concurrent skin lesion detection and recognition u...,10.1016/j.bspc.2021.102661,2021,2020_2022,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Multibeat echocardiographic phase detection using deep neural networks,10.1016/j.compbiomed.2021.104373,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Federated learning improves site performance in multicenter deep learning withou...,10.1093/jamia/ocaa341,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Identifying images of dead chickens with a chicken removal system integrated wit...,10.3390/s21113579,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Deep learning based real age and gender estimation from unconstrained face image...,10.3390/app11104549,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Using interictal seizure-free EEG data to recognise patients with epilepsy based...,10.1016/j.bspc.2021.102554,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A novel multiscale convolutional neural network based age-related macular degene...,10.1016/j.bspc.2021.102538,2021,2020_2022,DEEP_CNN_RNN,,,False,True,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Explainable automated coding of clinical notes using hierarchical label-wise att...,10.1016/j.jbi.2021.103728,2021,2020_2022,,HIERARCHY,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Prediction of cardiovascular diseases by integrating multi-modal features with m...,10.1016/j.bspc.2021.102474,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,GHS-NET a generic hybridized shallow neural network for multi-label biomedical t...,10.1016/j.jbi.2021.103699,2021,2020_2022,,EXTREME_MULTILABEL,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Multi-class multi-label ophthalmological disease detection using transfer learni...,10.1016/j.bspc.2020.102329,2021,2020_2022,DEEP_CNN_RNN,EXTREME_MULTILABEL,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Traditional Chinese medicine symptom normalization approach leveraging hierarchi...,10.1016/j.jbi.2021.103718,2021,2020_2022,DEEP_CNN_RNN,HIERARCHY,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,DepHNN: A novel hybrid neural network for electroencephalogram (EEG)-based scree...,10.1016/j.bspc.2020.102393,2021,2020_2022,,,,False,True,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A comprehensive study of mobility functioning information in clinical notes: Ent...,10.1016/j.ijmedinf.2020.104351,2021,2020_2022,,HIERARCHY,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A machine learning approach to diagnosing lung and colon cancer using a deep lea...,10.3390/s21030748,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Automatic diagnosis of cardiovascular disorders by sub images of the ECG signal ...,10.1016/j.bspc.2020.102260,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Radiomics-based machine learning model to predict risk of death within 5-years i...,10.1016/j.compbiomed.2020.104135,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,DiLBERT: Cheap Embeddings for Disease Related Medical NLP,10.1109/ACCESS.2021.3131386,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Cancer registry coding via hybrid neural symbolic systems in the cross-hospital ...,10.1109/ACCESS.2021.3099175,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Automatic image annotation based on deep learning models: A systematic review an...,10.1109/ACCESS.2021.3068897,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,An efficient heartbeats classifier based on optimizing convolutional neural netw...,10.1109/ACCESS.2021.3128134,2021,2020_2022,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Self-Supervised Deep Convolutional Neural Network for Chest X-Ray Classification,10.1109/ACCESS.2021.3125324,2021,2020_2022,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Aircraft Classification Based on PCA and Feature Fusion Techniques in Convolutio...,10.1109/ACCESS.2021.3132062,2021,2020_2022,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,SPEDCCNN: Spatial pyramid-oriented encoder-decoder cascade convolution neural ne...,10.1109/ACCESS.2021.3052769,2021,2020_2022,,LONG_TEXT,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Machine Learning and Deep Learning Approaches for Brain Disease Diagnosis: Princ...,10.1109/ACCESS.2021.3062484,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,An artificial neural network based detection and classification of melanoma skin...,10.1016/j.sintl.2021.100128,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A Deep Learning Framework Integrating the Spectral and Spatial Features for Imag...,10.1109/ACCESS.2021.3133338,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Use of Machine Learning for Deception Detection from Spectral and Cepstral Featu...,10.1109/ACCESS.2021.3084200,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Artificial Intelligence for Dysarthria Assessment in Children with Ataxia: A Hie...,10.1109/ACCESS.2021.3135078,2021,2020_2022,,HIERARCHY,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Machine Learning Techniques for Biomedical Natural Language Processing: A Compre...,10.1109/ACCESS.2021.3119621,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Contrast Enhancement of Fundus Images by Employing Modified PSO for Improving th...,10.1109/ACCESS.2021.3068477,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Optimization Strategy of IoT Sensor Configuration Based on Genetic Algorithm-Neu...,10.1155/2021/5098013,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Two-Level Genetic Algorithm for Evolving Convolutional Neural Networks for Patte...,10.1109/ACCESS.2021.3111175,2021,2020_2022,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Video face recognition of virtual currency trading system based on deep learning...,10.1109/ACCESS.2021.3060458,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Security Enhanced Sentence Similarity Computing Model Based on Convolutional Neu...,10.1109/ACCESS.2021.3099489,2021,2020_2022,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,IEnhancer-DHF: Identification of Enhancers and Their Strengths Using Optimize De...,10.1109/ACCESS.2021.3062291,2021,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Swin-MFINet: Swin transformer based multi-feature integration network for detect...,10.1016/j.eswa.2022.118269,2022,2020_2022,TRANSFORMER,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Comparison of different feature extraction methods for applicable automated ICD ...,10.1186/s12911-022-01753-5,2022,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Multi-label classification of Alzheimer's disease stages from resting-state fMRI...,10.1016/j.compbiomed.2022.106240,2022,2020_2022,,EXTREME_MULTILABEL,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Transformer-based models for ICD-10 coding of death certificates with Portuguese...,10.1016/j.jbi.2022.104232,2022,2020_2022,TRANSFORMER,MAPPING_INTEROP,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Classification of Heart Sounds Using Chaogram Transform and Deep Convolutional N...,10.3390/s22249569,2022,2020_2022,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Convolutional Neural Network-Based Human Activity Recognition for Edge Fitness a...,10.1109/JSEN.2022.3206916,2022,2020_2022,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A Catalogue of Machine Learning Algorithms for Healthcare Risk Predictions †,10.3390/s22228615,2022,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Brain stroke classification and segmentation using encoder-decoder based deep co...,10.1016/j.compbiomed.2022.105941,2022,2020_2022,DEEP_CNN_RNN,LONG_TEXT,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Comparison of Monkeypox and Wart DNA Sequences with Deep Learning Model,10.3390/app122010216,2022,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Diabetic retinopathy screening using deep learning for multi-class imbalanced da...,10.1016/j.compbiomed.2022.105989,2022,2020_2022,,RARE_LABELS,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,SEM-RCNN: A Squeeze-and-Excitation-Based Mask Region Convolutional Neural Networ...,10.3390/app12199902,2022,2020_2022,DEEP_CNN_RNN,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,An overview of deep learning techniques for epileptic seizures detection and pre...,10.1016/j.compbiomed.2022.106053,2022,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Tasks as needs: reframing the paradigm of clinical natural language processing r...,10.1093/jamia/ocac121,2022,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Hierarchical label-wise attention transformer model for explainable ICD coding,10.1016/j.jbi.2022.104161,2022,2020_2022,TRANSFORMER,HIERARCHY,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Automatic Segmentation of Standing Trees from Forest Images Based on Deep Learni...,10.3390/s22176663,2022,2020_2022,,LONG_TEXT,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A Novel Prediction Model for Malicious Users Detection and Spectrum Sensing Base...,10.3390/s22176477,2022,2020_2022,,,,False,True,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Single-shot retinal image enhancement using untrained and pretrained neural netw...,10.1016/j.compbiomed.2022.105879,2022,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,Anomaly Detection in Traffic Surveillance Videos Using Deep Learning,10.3390/s22176563,2022,2020_2022,,,,False,False,False
automatic_international_classification_of_diseases_merged_filtered_type_filtered_content_filtered_methodology_filtered.ris,A fully-convolutional residual encoder-decoder neural network to localize breast...,10.1016/j.compbiomed.2022.105698,2022,2020_2022,DEEP_CNN_RNN,,,False,False,False
